0.019905,0.029608,0.048891,0.085899,0.088525,0.089835,0.129,0.14307,0.16938,0.16942,0.18044,0.18204,0.1857,0.18837,0.19726,0.22559,0.22721,0.22734,0.23898,0.23914,0.25878,0.26727,0.27358,0.27468,0.29376,0.32443,0.32647,0.34779,0.35529,0.3587,0.36449,0.37136,0.37223,0.38417,0.39341,0.40237,0.41027,0.42044,0.44221,0.45174,0.468,0.46861,0.47473,0.51115,0.52091,0.52142,0.5242,0.54859,0.55105,0.56281,0.56749,0.5893,0.58999,0.60122,0.60362,0.61028,0.61449,0.62595,0.62933,0.63914,0.65992,0.68391,0.70445,0.70547,0.7063,0.70737,0.71009,0.71486,0.71731,0.71938,0.72549,0.72834,0.73566,0.74465,0.78435,0.79993,0.80702,0.84195,0.84845,0.86,0.86013,0.86039,0.87761,0.88322,0.89234,0.89408,0.90449,0.9078,0.92807,0.9366,0.95323,0.9561,0.96905,0.96956,0.97383,0.97854,0.98323,0.98369,0.99487,0.99801
0.022298,0.039811,0.04182,0.042842,0.048405,0.059217,0.097189,0.097783,0.10209,0.12562,0.13499,0.1718,0.17705,0.1786,0.17967,0.17999,0.20244,0.20724,0.22055,0.22899,0.25191,0.25801,0.25866,0.27827,0.28614,0.31984,0.33875,0.33885,0.36087,0.36409,0.36782,0.3714,0.37674,0.39452,0.4089,0.41095,0.41261,0.41474,0.42019,0.42973,0.43463,0.43876,0.45097,0.45118,0.45442,0.45469,0.45669,0.47132,0.47795,0.47827,0.4893,0.51757,0.53454,0.54716,0.54936,0.5687,0.58751,0.59986,0.61405,0.64886,0.65294,0.68391,0.69558,0.69691,0.71058,0.71739,0.72,0.72025,0.72077,0.72898,0.74272,0.74447,0.75521,0.76643,0.76834,0.78468,0.78681,0.78815,0.80473,0.80898,0.8156,0.82053,0.84089,0.85614,0.87319,0.88442,0.90347,0.90647,0.91219,0.93599,0.93722,0.9381,0.93912,0.94767,0.94945,0.95708,0.96647,0.96738,0.98975,0.99603
0.043363,0.051729,0.059716,0.065872,0.07609,0.088825,0.093473,0.11335,0.11408,0.11642,0.1167,0.11891,0.12211,0.13028,0.14459,0.14667,0.15194,0.15251,0.15815,0.17646,0.18022,0.18503,0.20698,0.2071,0.2308,0.23394,0.2577,0.26133,0.26558,0.26951,0.32662,0.35305,0.35521,0.38701,0.39979,0.40399,0.40582,0.42107,0.42418,0.42921,0.50813,0.50827,0.52586,0.53345,0.54131,0.54536,0.54613,0.55709,0.56273,0.56426,0.56512,0.57261,0.58,0.58038,0.58116,0.59178,0.63282,0.64578,0.64965,0.65314,0.67677,0.67702,0.68163,0.68203,0.68223,0.68844,0.70248,0.71347,0.71693,0.71741,0.7234,0.7679,0.76998,0.77635,0.78421,0.8018,0.80366,0.80979,0.81086,0.82075,0.82403,0.83083,0.84348,0.8597,0.86829,0.87786,0.88127,0.888,0.90715,0.90868,0.91741,0.9215,0.93562,0.9497,0.95108,0.97329,0.97941,0.97976,0.98462,0.99404
0.035132,0.044595,0.069073,0.079621,0.083641,0.085684,0.094327,0.096811,0.098712,0.11843,0.1374,0.17503,0.19438,0.19557,0.19971,0.20419,0.22809,0.25125,0.26997,0.29772,0.30587,0.3436,0.3541,0.3572,0.35934,0.35998,0.36781,0.39115,0.39382,0.40488,0.41448,0.42116,0.43479,0.43999,0.44051,0.4411,0.44155,0.45796,0.45798,0.48544,0.48893,0.50382,0.51042,0.51602,0.51733,0.53287,0.53668,0.55654,0.56936,0.57229,0.57362,0.5763,0.60946,0.61796,0.6312,0.63968,0.64106,0.67751,0.6777,0.68177,0.71227,0.72174,0.72817,0.73564,0.74279,0.74638,0.75349,0.76883,0.78904,0.80695,0.81293,0.8178,0.82189,0.82438,0.82522,0.82948,0.84038,0.85945,0.86926,0.87198,0.87443,0.8762,0.87753,0.87825,0.89534,0.89891,0.90194,0.90236,0.90884,0.90938,0.91338,0.91416,0.93293,0.93477,0.94264,0.9559,0.95655,0.97859,0.9795,0.99206
0.0061017,0.011826,0.018097,0.035116,0.051325,0.051379,0.07247,0.099527,0.10222,0.12795,0.12977,0.13605,0.13672,0.14666,0.14804,0.19488,0.19568,0.19568,0.20977,0.21104,0.24227,0.24446,0.25869,0.29391,0.2996,0.29999,0.30063,0.30193,0.33634,0.33998,0.34304,0.36791,0.37339,0.37363,0.38803,0.41608,0.41955,0.4295,0.44263,0.44918,0.4617,0.46878,0.47038,0.52225,0.52244,0.52736,0.53152,0.53685,0.539,0.55047,0.55574,0.57432,0.58657,0.59691,0.60455,0.6071,0.62101,0.62215,0.62743,0.63234,0.64034,0.64172,0.64502,0.6783,0.68298,0.71536,0.72324,0.73894,0.74297,0.75523,0.76616,0.77645,0.78048,0.79348,0.81406,0.82245,0.83747,0.84525,0.84689,0.84712,0.84781,0.8568,0.86117,0.86917,0.8927,0.90218,0.91022,0.91617,0.91846,0.92085,0.92176,0.92849,0.94186,0.9465,0.94997,0.96703,0.97437,0.9863,0.99007,0.99964
0.016262,0.016548,0.051722,0.066893,0.082617,0.086726,0.090725,0.09226,0.10346,0.11419,0.11943,0.12546,0.12853,0.13023,0.13174,0.14522,0.15218,0.15999,0.16076,0.16232,0.17765,0.18356,0.18695,0.2267,0.22816,0.23284,0.2334,0.23783,0.24423,0.26057,0.26564,0.28918,0.29157,0.29335,0.2993,0.30388,0.30502,0.30628,0.31629,0.35291,0.35353,0.35404,0.36043,0.36325,0.36407,0.36445,0.37006,0.37687,0.40496,0.41396,0.41419,0.42693,0.43386,0.43482,0.4468,0.46159,0.46789,0.51539,0.52266,0.53115,0.5358,0.53901,0.53996,0.5527,0.56841,0.60361,0.60732,0.61958,0.62172,0.64149,0.64807,0.65325,0.66165,0.68696,0.70611,0.71042,0.7194,0.73657,0.75572,0.76254,0.77403,0.77599,0.79957,0.80798,0.81165,0.81429,0.81737,0.83481,0.84214,0.84301,0.84836,0.85843,0.87124,0.8994,0.90215,0.94658,0.95881,0.95951,0.96924,0.98809
0.0015009,0.0040426,0.01999,0.020884,0.021197,0.022709,0.035677,0.056297,0.078395,0.095455,0.098407,0.1251,0.12996,0.13934,0.14324,0.14962,0.16216,0.18252,0.18564,0.18597,0.20726,0.20854,0.21253,0.22534,0.24638,0.25853,0.26305,0.27102,0.27193,0.2743,0.27597,0.28026,0.28528,0.29988,0.30146,0.31861,0.32309,0.33142,0.34224,0.3546,0.38082,0.38168,0.40532,0.43451,0.47395,0.48704,0.49046,0.49648,0.51088,0.55144,0.55617,0.57804,0.57912,0.59046,0.59141,0.5995,0.59952,0.60129,0.60563,0.61943,0.61968,0.62885,0.64637,0.64916,0.64995,0.66942,0.67263,0.67283,0.67396,0.68919,0.69267,0.75384,0.78334,0.78693,0.78737,0.81148,0.81656,0.81684,0.84016,0.84978,0.85733,0.87088,0.87186,0.88263,0.88584,0.89368,0.90303,0.91507,0.92275,0.93115,0.93831,0.93918,0.93968,0.9431,0.94413,0.9516,0.96412,0.97066,0.97245,0.9861
0.0076327,0.02085,0.032039,0.034656,0.065736,0.070263,0.073355,0.08919,0.11309,0.13815,0.13872,0.14457,0.14725,0.1526,0.15924,0.16728,0.17137,0.18865,0.19362,0.19742,0.21892,0.23591,0.23687,0.2624,0.27481,0.27935,0.28212,0.35005,0.35502,0.3554,0.36355,0.38875,0.39113,0.39943,0.40837,0.42455,0.44349,0.45619,0.45635,0.47128,0.48558,0.49277,0.5025,0.50698,0.53766,0.53995,0.57808,0.59545,0.61175,0.6139,0.62586,0.6356,0.64378,0.64876,0.65044,0.65897,0.68076,0.68719,0.7082,0.7144,0.71868,0.71891,0.71995,0.73563,0.73851,0.74397,0.74886,0.75239,0.75506,0.75649,0.7823,0.78763,0.79068,0.79781,0.80388,0.80471,0.80976,0.81767,0.81876,0.82675,0.82832,0.82895,0.84233,0.86586,0.86953,0.86957,0.87999,0.88101,0.88221,0.8831,0.88528,0.91181,0.91309,0.91593,0.91595,0.95718,0.95899,0.97088,0.97787,0.98412
0.030301,0.031065,0.044882,0.046103,0.046679,0.05916,0.065308,0.065635,0.10744,0.13009,0.1404,0.15078,0.15223,0.15519,0.16104,0.17019,0.17915,0.19762,0.19936,0.21196,0.21747,0.22827,0.26321,0.26647,0.27254,0.28042,0.28764,0.3037,0.30994,0.32905,0.34005,0.34224,0.34926,0.3501,0.35262,0.35674,0.36634,0.39085,0.40541,0.41098,0.42937,0.43257,0.43377,0.44002,0.45582,0.45752,0.46224,0.4721,0.47444,0.49248,0.52439,0.52482,0.52937,0.53045,0.54065,0.55509,0.57758,0.57909,0.60034,0.60486,0.62094,0.62129,0.62393,0.63359,0.63609,0.63839,0.64381,0.66399,0.67128,0.68819,0.69239,0.69279,0.69535,0.70183,0.71782,0.72144,0.72605,0.73999,0.74114,0.74348,0.75222,0.76451,0.77309,0.77534,0.78399,0.79673,0.80686,0.80852,0.8491,0.85323,0.89846,0.91988,0.93735,0.93822,0.93927,0.94895,0.95387,0.95942,0.97987,0.98213
0.012203,0.023651,0.036193,0.044496,0.044889,0.054729,0.063045,0.070232,0.07371,0.077994,0.10095,0.10265,0.10276,0.11149,0.14494,0.14863,0.17314,0.19382,0.19905,0.20443,0.2091,0.21421,0.24203,0.24431,0.25485,0.25589,0.25954,0.26469,0.27209,0.27345,0.28069,0.28344,0.29005,0.29332,0.29608,0.3566,0.36596,0.38976,0.39136,0.39137,0.41954,0.42208,0.43072,0.44648,0.47788,0.48454,0.48594,0.48891,0.51047,0.51737,0.53233,0.55291,0.56095,0.58697,0.58783,0.59919,0.59999,0.60126,0.60387,0.62812,0.64491,0.67268,0.67493,0.67996,0.68608,0.69049,0.69377,0.69425,0.69562,0.7136,0.72234,0.73582,0.73835,0.74678,0.74727,0.77606,0.7854,0.80436,0.82043,0.83217,0.83233,0.83692,0.8391,0.84169,0.84351,0.85698,0.85899,0.88372,0.88525,0.893,0.89835,0.89994,0.92341,0.93406,0.93757,0.94075,0.94874,0.9726,0.98014,0.99929
